Supplier_Region,User_Localization,Supplier_Industry,1010,1510,2010,2020,2030,2510,2520,2530,2550,3010,3020,3030,3510,3520,4010,4020,4030,4510,4520,4530,5010,5020,5510,6010
CN,Asia,1010,0.089512266,0.4506351,0.09534213,0.056810763,0.15019035,0.0048931716,0.013985153,0.015818367,0.007702005,0.0,0.037061032,0.0,0.0126592135,0.0046985494,0.0026405798,0.0,0.00034780818,0.0002486138,0.0,0.0,0.00079104386,0.00085256953,0.05482813,0.0009831545
CN,Asia,1510,0.06595885,0.45786113,0.30839118,0.012769463,0.0038175797,0.027296139,0.047500983,0.009802311,0.0013846513,0.0,0.023612041,0.0,0.0013843547,0.0038235122,0.0003956994,1.0381918e-06,7.860595e-05,0.0004872086,0.0,0.0,0.00013689301,0.00825229,0.026730621,0.000315462
CN,Asia,2010,0.0062197973,0.13308102,0.5541804,0.033984162,0.02899784,0.04023407,0.06917949,0.023603333,0.016948586,0.0,0.011216156,0.0,0.014128096,0.0021173186,0.0048190327,3.9034053e-06,0.00064908055,0.001955606,0.0,0.0,0.0133507615,0.0014437023,0.034066692,0.009820968
CN,Asia,2020,0.007329977,0.14868751,0.22518557,0.09094458,0.012720187,0.037545674,0.061848067,0.02960081,0.20321113,0.0,0.03912602,0.0,0.0019176494,0.021378363,0.05141269,8.515514e-05,0.00595533,0.012866167,0.0,0.0,0.010559237,0.0021664794,0.017513204,0.019946208
CN,Asia,2030,0.018832011,0.23105496,0.22169562,0.043104436,0.12761687,0.03932596,0.055506755,0.045749493,0.07878621,0.0,0.077347256,0.0,0.010034459,0.010983082,0.009938364,2.4639555e-06,0.0015917151,0.002318582,0.0,0.0,0.0021350174,0.0036035348,0.017926507,0.0024467078
CN,Asia,2510,0.001012391,0.037842136,0.083738595,0.05551627,0.06422591,0.70942557,0.007840078,0.018967977,0.009516194,0.0,0.002778124,0.0,0.0027501187,0.00042568028,0.001017992,1.4002641e-06,0.00018203433,0.0029923643,0.0,0.0,0.00023944516,0.00021284014,0.0011146102,0.00020023776
CN,Asia,2520,0.0022442993,0.06668583,0.12512465,0.03534516,0.0033581208,0.021582238,0.65815943,0.024657203,0.0073196287,0.0,0.004011477,0.0,0.011761482,0.0034451631,0.0030797997,1.7730878e-05,0.00043306325,0.0102409255,0.0,0.0,0.0068994607,0.00097358634,0.013593135,0.0010676137
CN,Asia,2530,0.0053113275,0.11919969,0.25782135,0.09935389,0.053783745,0.022425948,0.035060003,0.16294186,0.059135143,0.0,0.02794381,0.0,0.026273038,0.01214238,0.050829068,0.0,0.030539364,0.003105724,0.0,0.0,0.008230554,0.0034078194,0.014092127,0.00840318
CN,Asia,2550,0.013395279,0.16801283,0.19532633,0.04401001,0.02003689,0.06380855,0.15133855,0.06938918,0.06781949,0.0,0.1210342,0.0,0.029538628,0.013810602,0.0068025817,0.0,0.0016808576,0.007054266,0.0,0.0,0.0044289264,0.00488427,0.015386517,0.002242033
